Position (m),Deflection (mm)
0.0,0.0
0.010101010101010102,0.41471581875324226
0.020202020202020204,0.8290140538309546
0.030303030303030304,1.2424775420289715
0.04040404040404041,1.6546899606624765
0.05050505050505051,2.0652362467676566
0.06060606060606061,2.4737030150349213
0.07070707070707072,2.8796789740528728
0.08080808080808081,3.2827553404438863
0.09090909090909091,3.6825262504743272
0.10101010101010102,4.078589168724926
0.11111111111111112,4.470545293409817
0.12121212121212122,4.857999957936141
0.13131313131313133,5.240563028299848
0.14141414141414144,5.617849295917563
0.15151515151515152,5.989478865498981
0.16161616161616163,6.355077537569226
0.17171717171717174,6.714277185255995
0.18181818181818182,7.066716124962115
0.19191919191919193,7.412039480550276
0.20202020202020204,7.749899540673206
0.21212121212121213,8.07995610888953
0.22222222222222224,8.401876846212755
0.23232323232323235,8.715337605748449
0.24242424242424243,9.020022759082684
0.25252525252525254,9.315625514093115
0.26262626262626265,9.601848223862618
0.27272727272727276,9.87840268638451
0.2828282828282829,10.145010434757554
0.29292929292929293,10.401403017578506
0.30303030303030304,10.647322269249937
0.31313131313131315,10.882520569931097
0.32323232323232326,11.106761094870103
0.33333333333333337,11.319818052866397
0.3434343434343435,11.521476913623346
0.3535353535353536,11.71153462376205
0.36363636363636365,11.889799811278909
0.37373737373737376,12.056092978240985
0.38383838383838387,12.21024668152521
0.393939393939394,12.352105701419429
0.4040404040404041,12.48152719791549
0.4141414141414142,12.598380854537002
0.42424242424242425,12.702549009557012
0.43434343434343436,12.793926774473372
0.4444444444444445,12.872422139622572
0.4545454545454546,12.93795606682567
0.4646464646464647,12.990462568973053
0.4747474747474748,13.029888776467837
0.48484848484848486,13.056194990461098
0.494949494949495,13.06935472282522
0.5050505050505051,13.06935472282522
0.5151515151515152,13.056194990461098
0.5252525252525253,13.029888776467837
0.5353535353535354,12.990462568973053
0.5454545454545455,12.93795606682567
0.5555555555555556,12.87242213962257
0.5656565656565657,12.793926774473372
0.5757575757575758,12.702549009557012
0.5858585858585859,12.598380854537004
0.595959595959596,12.481527197915488
0.6060606060606061,12.352105701419429
0.6161616161616162,12.21024668152521
0.6262626262626263,12.056092978240983
0.6363636363636365,11.889799811278907
0.6464646464646465,11.71153462376205
0.6565656565656566,11.521476913623344
0.6666666666666667,11.319818052866395
0.6767676767676768,11.106761094870102
0.686868686868687,10.882520569931092
0.696969696969697,10.647322269249937
0.7070707070707072,10.401403017578504
0.7171717171717172,10.14501043475755
0.7272727272727273,9.87840268638451
0.7373737373737375,9.601848223862614
0.7474747474747475,9.315625514093114
0.7575757575757577,9.020022759082684
0.7676767676767677,8.715337605748449
0.7777777777777778,8.401876846212756
0.787878787878788,8.07995610888953
0.797979797979798,7.749899540673204
0.8080808080808082,7.412039480550272
0.8181818181818182,7.066716124962114
0.8282828282828284,6.714277185255993
0.8383838383838385,6.355077537569226
0.8484848484848485,5.989478865498983
0.8585858585858587,5.6178492959175585
0.8686868686868687,5.240563028299846
0.8787878787878789,4.857999957936136
0.888888888888889,4.470545293409812
0.8989898989898991,4.078589168724923
0.9090909090909092,3.6825262504743272
0.9191919191919192,3.282755340443887
0.9292929292929294,2.8796789740528688
0.9393939393939394,2.47370301503492
0.9494949494949496,2.0652362467676504
0.9595959595959597,1.6546899606624779
0.9696969696969697,1.2424775420289742
0.9797979797979799,0.8290140538309532
0.98989898989899,0.4147158187532423
1.0,1.6007358311655053e-15
